## GEOMETRY EXPORT ##
# z=0.0
idx_polygon,idx_container,s0_name,s1_name,w,shear_w,poisson,vertex_i,x,y
0,,0_1_C,0_1_C,35000000000,14583333333.33333,0.2,26,-0.01880580776363314,0.1083805406627835
0,,0_1_C,0_1_C,35000000000,14583333333.33333,0.2,27,-0.01614035219008978,0.1088094160961259
0,,0_1_C,0_1_C,35000000000,14583333333.33333,0.2,28,-0.01346517427191378,0.1091727488058581
0,,0_1_C,0_1_C,35000000000,14583333333.33333,0.2,29,-0.01078188543625167,0.1094703199339417
0,,0_1_C,0_1_C,35000000000,14583333333.33333,0.2,30,-0.008092101995963406,0.1097019502346559
0,,0_1_C,0_1_C,35000000000,14583333333.33333,0.2,31,-0.005397444176015981,0.109867500182569
0,,0_1_C,0_1_C,35000000000,14583333333.33333,0.2,32,-0.002699535137520336,0.1099668700565825
0,,0_1_C,0_1_C,35000000000,14583333333.33333,0.2,33,6.735557395310442e-18,0.11
0,,0_1_C,0_1_C,35000000000,14583333333.33333,0.2,34,8.113285044351216e-18,0.1325
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,0,-0.05070555478837439,0.1224140380577455
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,1,-0.05369447410566115,0.1211327926307178
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,2,-0.05665104987951235,0.1197785813388563
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,3,-0.05957350117923539,0.1183522199084058
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,4,-0.0624600676294447,0.1168545675261571
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,5,-0.06530901047044638,0.1152865263219043
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,6,-0.06811861360560187,0.1136490408250361
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,7,-0.07088718463504036,0.1119430973955862
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,8,-0.07361305587509727,0.1101697236300873
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,9,-0.07629458536286451,0.1083299877425848
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,10,-0.07893015784524743,0.1064249979211855
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,11,-0.08151818575193304,0.1044559016605253
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,12,-0.08405711015168302,0.1024238850705627
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,13,-0.08654540169137544,0.1003301721621092
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,14,-0.08898156151722995,0.09817602410953208
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,15,-0.09136412217766138,0.09596273849106937
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,16,-0.09369164850721755,0.09369164850721756
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,17,-0.07778174593052022,0.07778174593052023
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,18,-0.07584945992107736,0.07966717912466136
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,19,-0.07387148503317204,0.08150462378904549
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,20,-0.07184901272491545,0.08329297311571329
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,21,-0.06978326125800099,0.08503114986990108
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,22,-0.06767547496386894,0.0867181070389267
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,23,-0.06552692349416767,0.08835282846287094
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,24,-0.06333890105596299,0.0899343294466742
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,25,-0.06111272563215622,0.09146165735328
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,26,-0.05884973818758067,0.09293389217746779
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,27,-0.05655130186125439,0.09435014710002994
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,28,-0.05421880114527624,0.09570956902195826
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,29,-0.05185364105085975,0.09701133907831906
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,30,-0.04945724626200674,0.09825467313150667
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,31,-0.047031060277331,0.09943882224357878
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,32,-0.04457654454054887,0.1005630731273884
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,33,-0.04209517756015987,0.1016267485762415
1,,1_1_C,1_1_C,35000000000,14583333333.33333,0.2,34,-0.05070555478837439,0.1224140380577455
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,0,-0.09369164850721755,0.09369164850721756
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,1,-0.09596273849106936,0.09136412217766139
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,2,-0.09817602410953205,0.08898156151722997
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,3,-0.1003301721621092,0.08654540169137541
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,4,-0.1024238850705627,0.08405711015168303
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,5,-0.1044559016605253,0.08151818575193308
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,6,-0.1064249979211854,0.07893015784524744
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,7,-0.1083299877425848,0.07629458536286453
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,8,-0.1101697236300873,0.0736130558750973
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,9,-0.1119430973955862,0.07088718463504037
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,10,-0.113649040825036,0.06811861360560188
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,11,-0.1152865263219043,0.0653090104704464
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,12,-0.116854567526157,0.06246006762944472
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,13,-0.1183522199084058,0.05957350117923541
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,14,-0.1197785813388562,0.05665104987951237
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,15,-0.1211327926307178,0.05369447410566117
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,16,-0.1224140380577455,0.05070555478837441
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,17,-0.1016267485762415,0.04209517756015989
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,18,-0.1005630731273884,0.04457654454054889
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,19,-0.09943882224357876,0.04703106027733103
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,20,-0.09825467313150667,0.04945724626200675
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,21,-0.09701133907831905,0.05185364105085977
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,22,-0.09570956902195825,0.05421880114527625
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,23,-0.09435014710002992,0.05655130186125439
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,24,-0.09293389217746778,0.05884973818758069
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,25,-0.09146165735327999,0.06111272563215624
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,26,-0.08993432944667419,0.063338901055963
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,27,-0.08835282846287093,0.06552692349416768
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,28,-0.08671810703892668,0.06767547496386896
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,29,-0.08503114986990107,0.06978326125800101
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,30,-0.08329297311571331,0.07184901272491544
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,31,-0.08150462378904548,0.07387148503317204
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,32,-0.07966717912466134,0.07584945992107738
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,33,-0.07778174593052022,0.07778174593052023
2,,2_1_C,2_1_C,35000000000,14583333333.33333,0.2,34,-0.09369164850721755,0.09369164850721756
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,0,-0.1224140380577455,0.05070555478837441
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,1,-0.1236215458456029,0.04768609234088596
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,2,-0.1247545886367502,0.04463790557446919
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,3,-0.1258124839285774,0.04156283060285312
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,4,-0.1267945944845177,0.03846271973621627
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,5,-0.1277003287178958,0.03533944036542405
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,6,-0.1285291410482771,0.03219487383718249
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,7,-0.129280532230105,0.02903091432078528
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,8,-0.129954049653428,0.02584946766713704
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,9,-0.1305492876165347,0.02265245026073991
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,10,-0.1310658875703335,0.01944178786533544
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,11,-0.1315035383343291,0.01621941446389617
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,12,-0.1318619762840661,0.01298727109366681
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,13,-0.1321409855099265,0.009747304676955917
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,14,-0.1323403979471854,0.00650146684838288
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,15,-0.1324600934772471,0.003251712779285884
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,16,-0.1325,1.622657008870243e-17
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,17,-0.11,1.347111479062088e-17
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,18,-0.1099668700565825,0.002699535137520356
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,19,-0.109867500182569,0.005397444176015976
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,20,-0.1097019502346559,0.008092101995963401
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,21,-0.1094703199339417,0.01078188543625169
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,22,-0.1091727488058581,0.0134651742719138
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,23,-0.1088094160961259,0.0161403521900898
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,24,-0.1083805406627835,0.01880580776363313
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,25,-0.1078863808443554,0.02145993542177415
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,26,-0.1073272343042381,0.0241011364172557
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,27,-0.1067034378513998,0.02672781978935905
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,28,-0.1060153672374984,0.02933840332223883
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,29,-0.105263436930543,0.03193131449799087
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,30,-0.104448099865234,0.03450499144387806
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,31,-0.1035698471701323,0.03705788387314424
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,32,-0.1026292078718213,0.03958845401884872
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,33,-0.1016267485762415,0.04209517756015989
3,,3_1_C,3_1_C,35000000000,14583333333.33333,0.2,34,-0.1224140380577455,0.05070555478837441
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,0,-0.1325,1.622657008870243e-17
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,1,-0.1324600934772471,-0.003251712779285851
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,2,-0.1323403979471854,-0.006501466848382848
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,3,-0.1321409855099265,-0.009747304676955944
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,4,-0.1318619762840661,-0.01298727109366678
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,5,-0.1315035383343291,-0.01621941446389613
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,6,-0.1310658875703335,-0.01944178786533541
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,7,-0.1305492876165347,-0.02265245026073988
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,8,-0.129954049653428,-0.02584946766713701
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,9,-0.129280532230105,-0.02903091432078525
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,10,-0.1285291410482771,-0.03219487383718245
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,11,-0.1277003287178958,-0.03533944036542402
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,12,-0.1267945944845177,-0.03846271973621623
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,13,-0.1258124839285774,-0.04156283060285308
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,14,-0.1247545886367503,-0.04463790557446917
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,15,-0.1236215458456029,-0.04768609234088593
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,16,-0.1224140380577455,-0.05070555478837439
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,17,-0.1016267485762416,-0.04209517756015987
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,18,-0.1026292078718213,-0.0395884540188487
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,19,-0.1035698471701323,-0.03705788387314421
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,20,-0.1044480998652341,-0.03450499144387803
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,21,-0.105263436930543,-0.03193131449799083
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,22,-0.1060153672374984,-0.02933840332223881
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,23,-0.1067034378513998,-0.02672781978935902
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,24,-0.1073272343042381,-0.02410113641725568
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,25,-0.1078863808443554,-0.02145993542177412
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,26,-0.1083805406627835,-0.01880580776363311
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,27,-0.1088094160961259,-0.01614035219008977
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,28,-0.1091727488058581,-0.01346517427191377
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,29,-0.1094703199339417,-0.01078188543625166
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,30,-0.1097019502346559,-0.008092101995963425
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,31,-0.109867500182569,-0.00539744417601595
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,32,-0.1099668700565825,-0.002699535137520329
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,33,-0.11,1.347111479062088e-17
4,,4_1_C,4_1_C,35000000000,14583333333.33333,0.2,34,-0.1325,1.622657008870243e-17
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,0,-0.1224140380577455,-0.05070555478837439
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,1,-0.1211327926307178,-0.05369447410566114
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,2,-0.1197785813388563,-0.05665104987951234
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,3,-0.1183522199084058,-0.05957350117923538
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,4,-0.1168545675261571,-0.06246006762944469
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,5,-0.1152865263219043,-0.06530901047044638
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,6,-0.1136490408250361,-0.06811861360560185
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,7,-0.1119430973955862,-0.07088718463504035
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,8,-0.1101697236300873,-0.07361305587509727
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,9,-0.1083299877425848,-0.07629458536286451
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,10,-0.1064249979211855,-0.07893015784524741
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,11,-0.1044559016605253,-0.08151818575193304
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,12,-0.1024238850705627,-0.084057110151683
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,13,-0.1003301721621092,-0.08654540169137544
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,14,-0.09817602410953209,-0.08898156151722995
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,15,-0.09596273849106939,-0.09136412217766136
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,16,-0.09369164850721758,-0.09369164850721755
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,17,-0.07778174593052024,-0.07778174593052022
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,18,-0.07966717912466137,-0.07584945992107735
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,19,-0.08150462378904551,-0.07387148503317204
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,20,-0.08329297311571329,-0.07184901272491545
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,21,-0.08503114986990108,-0.06978326125800098
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,22,-0.0867181070389267,-0.06767547496386894
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,23,-0.08835282846287094,-0.06552692349416765
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,24,-0.0899343294466742,-0.06333890105596299
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,25,-0.09146165735328,-0.06111272563215622
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,26,-0.09293389217746779,-0.05884973818758066
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,27,-0.09435014710002994,-0.05655130186125437
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,28,-0.09570956902195826,-0.05421880114527623
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,29,-0.09701133907831906,-0.05185364105085974
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,30,-0.09825467313150668,-0.04945724626200673
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,31,-0.09943882224357878,-0.047031060277331
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,32,-0.1005630731273884,-0.04457654454054887
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,33,-0.1016267485762416,-0.04209517756015987
5,,5_1_C,5_1_C,35000000000,14583333333.33333,0.2,34,-0.1224140380577455,-0.05070555478837439
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,0,-0.09369164850721758,-0.09369164850721755
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,1,-0.09136412217766139,-0.09596273849106936
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,2,-0.08898156151722998,-0.09817602410953205
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,3,-0.08654540169137546,-0.1003301721621092
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,4,-0.08405711015168309,-0.1024238850705626
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,5,-0.08151818575193312,-0.1044559016605253
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,6,-0.0789301578452475,-0.1064249979211854
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,7,-0.07629458536286458,-0.1083299877425848
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,8,-0.0736130558750973,-0.1101697236300872
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,9,-0.07088718463504039,-0.1119430973955862
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,10,-0.06811861360560188,-0.113649040825036
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,11,-0.0653090104704464,-0.1152865263219043
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,12,-0.06246006762944472,-0.116854567526157
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,13,-0.05957350117923542,-0.1183522199084058
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,14,-0.05665104987951243,-0.1197785813388562
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,15,-0.05369447410566123,-0.1211327926307178
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,16,-0.05070555478837447,-0.1224140380577455
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,17,-0.04209517756015994,-0.1016267485762415
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,18,-0.04457654454054894,-0.1005630731273884
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,19,-0.04703106027733107,-0.09943882224357874
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,20,-0.04945724626200676,-0.09825467313150667
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,21,-0.05185364105085977,-0.09701133907831905
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,22,-0.05421880114527626,-0.09570956902195825
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,23,-0.05655130186125439,-0.09435014710002992
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,24,-0.0588497381875807,-0.09293389217746777
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,25,-0.06111272563215624,-0.09146165735327998
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,26,-0.06333890105596304,-0.08993432944667416
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,27,-0.06552692349416774,-0.08835282846287089
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,28,-0.067675474963869,-0.08671810703892664
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,29,-0.06978326125800105,-0.08503114986990103
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,30,-0.07184901272491548,-0.08329297311571326
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,31,-0.07387148503317205,-0.08150462378904548
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,32,-0.07584945992107738,-0.07966717912466134
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,33,-0.07778174593052024,-0.07778174593052022
6,,6_1_C,6_1_C,35000000000,14583333333.33333,0.2,34,-0.09369164850721758,-0.09369164850721755
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,0,-0.05070555478837447,-0.1224140380577455
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,1,-0.04768609234088601,-0.1236215458456029
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,2,-0.04463790557446926,-0.1247545886367502
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,3,-0.04156283060285323,-0.1258124839285773
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,4,-0.03846271973621639,-0.1267945944845177
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,5,-0.03533944036542406,-0.1277003287178958
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,6,-0.0321948738371825,-0.1285291410482771
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,7,-0.02903091432078529,-0.129280532230105
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,8,-0.02584946766713705,-0.129954049653428
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,9,-0.02265245026073998,-0.1305492876165347
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,10,-0.01944178786533551,-0.1310658875703335
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,11,-0.01621941446389623,-0.1315035383343291
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,12,-0.01298727109366676,-0.1318619762840661
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,13,-0.009747304676955925,-0.1321409855099265
7,,7_1_C,7_1_C,35000000000,14583333333.33333,0.2,14,-0.006501466848382889,-0.1323403979471854
